Date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
2022-01-02-12:04:47,0.431163780095521,0,0,0.358385270833969,0,0,0,0,0.403579357131384,0,0,0.988069411869029
2022-01-02-12:04:48,0.617266837526113,0,0,0.372605321337469,0,0,0,0,0.524762591808103,0,0,1.56462361603525
2022-01-02-12:04:49,0.747205938915722,0,0,0.729752407788765,0,0,0,0,0.570769869408105,0,0,2.29856672683262
2022-01-02-12:04:50,0.233475404500496,0,0,0.561269550393335,0,0,0,0,0.612715159892105,0,0,0.446982630538207
2022-01-02-12:04:51,0.933602582321037,0,0,0.556027816804126,0,0,0,0,0.606949733830988,0,0,0.168922741242265
2022-01-02-12:04:52,0.568299360652454,0,0,0.508208828757051,0,0,0,0,0.235509078979958,0,0,2.01263639479181
2022-01-02-12:04:53,0.378045324166305,0,0,0.395712921272498,0,0,0,0,0.750848032645881,0,0,0.203243123873827
2022-01-02-12:04:53,0.52545888470253,0,0,0.435379748314153,0,0,0,0,0.629045328146312,0,0,0.945956449291624
2022-01-02-12:04:54,0.242080638124608,0,0,0.401564876204357,0,0,0,0,0.359545495610218,0,0,0.806882674453136
2022-01-02-12:04:55,0.44391417811159,0,0,0.844032803985756,0,0,0,0,0.417415264744777,0,0,1.48561106977873
2022-01-02-12:04:56,0.509459043985698,0,0,0.791927619741764,0,0,0,0,0.0263390718097798,0,0,2.43888159226949
2022-01-02-12:04:57,0.461050689385738,0,0,0.264228149468545,0,0,0,0,0.539333468275145,0,0,0.71206360118232
2022-01-02-12:04:58,0.340487561465707,0,0,0.360911160970572,0,0,0,0,0.39309046177892,0,0,0.817014834704549
2022-01-02-12:04:58,0.329462169394828,0,0,0.530300407188479,0,0,0,0,0.248911867015995,0,0,1.25892582369912
2022-01-02-12:04:59,0.949258721307851,0,0,0.173218617571983,0,0,0,0,0.495170245633926,0,0,-0.131499293787399
2022-01-02-12:05:00,0.773029720133636,0,0,0.418178475198802,0,0,0,0,0.365486162428278,0,0,2.3189712073734
2022-01-02-12:05:01,0.538682662753854,0,0,0.510102662178688,0,0,0,0,0.794697084294166,0,0,0.746808613833459
2022-01-02-12:05:02,0.760109219390433,0,0,0.774356441737618,0,0,0,0,0.263196093058214,0,0,2.93173238336766
2022-01-02-12:05:03,0.714132080317941,0,0,0.5716255862033,0,0,0,0,0.477413440304808,0,0,2.30888934112828
2022-01-02-12:05:04,0.472997956618201,0,0,0.66980879568262,0,0,0,0,0.0414586189109832,0,0,2.1550684873475
2022-01-02-12:05:05,0.417544251806103,0,0,0.297603433062322,0,0,0,0,0.646938077143859,0,0,0.405099986699941
2022-01-02-12:05:06,0.682123927725479,0,0,0.4501121046138,0,0,0,0,0.105965194432065,0,0,2.82205420015863
2022-01-02-12:05:06,0.39155014913762,0,0,0.616682558953762,0,0,0,0,0.458471491481177,0,0,1.0403520771742
2022-01-02-12:05:07,0.600169131613802,0,0,0.186751588301267,0,0,0,0,0.446168242353015,0,0,1.44085930819722
2022-01-02-12:05:08,0.17336793072056,0,0,0.867189063958358,0,0,0,0,0.559747819607146,0,0,0.822413756792427
2022-01-02-12:05:09,0.6579581141565,0,0,0.441716009068768,0,0,0,0,0.633640198863577,0,0,1.64197744137652
2022-01-02-12:05:10,0.0792603742820211,0,0,0.712817673725076,0,0,0,0,0.179946998236701,0,0,1.38011758512822
2022-01-02-12:05:11,0.0266201793914661,0,0,0.58673112739576,0,0,0,0,0.902933105544653,0,0,-0.197857093633227
2022-01-02-12:05:11,0.84228061654605,0,0,0.486614640546031,0,0,0,0,0.211648080141749,0,0,2.04866460178816
2022-01-02-12:05:12,0.389042501281947,0,0,0.675152577755507,0,0,0,0,0.713261111963075,0,0,0.585739080587037
2022-01-02-12:05:13,0.312596673073713,0,0,0.23923523905687,0,0,0,0,0.767402010282967,0,0,-0.0945081541416632
2022-01-02-12:05:14,0.622353218540084,0,0,0.222792161714751,0,0,0,0,0.316641394463368,0,0,1.85859609222674
2022-01-02-12:05:15,0.493673224342056,0,0,0.701782514848746,0,0,0,0,0.661021748206112,0,0,1.02132716829078
2022-01-02-12:05:16,0.731890883727465,0,0,0.885171230491251,0,0,0,0,0.721683647725731,0,0,2.15883831356405
2022-01-02-12:05:17,0.927144340446684,0,0,0.0173057884839363,0,0,0,0,0.89443281091284,0,0,-0.883372961835218
2022-01-02-12:05:17,0.0302074360894039,0,0,0.785167673751712,0,0,0,0,0.86054682374699,0,0,0.0877835008420432
2022-01-02-12:05:18,0.709926847887691,0,0,0.754961603367701,0,0,0,0,0.18287629999686,0,0,3.07231544556224
2022-01-02-12:05:19,0.859487920852844,0,0,0.316674794266,0,0,0,0,0.164664972701576,0,0,1.73674683563359
2022-01-02-12:05:20,0.269422199360561,0,0,0.345864654502366,0,0,0,0,0.308108100402169,0,0,0.877729975497193
2022-01-02-12:05:21,0.588437071098015,0,0,0.934281232499052,0,0,0,0,0.191182205085643,0,0,2.63418113727775
2022-01-02-12:05:21,0.362761966737453,0,0,0.00834460166981443,0,0,0,0,0.518171500135213,0,0,0.251746502363776
2022-01-02-12:05:22,0.662612627937924,0,0,0.165463938980829,0,0,0,0,0.741232190227602,0,0,1.1775523634786
